4545469030156206114,343,55,55
1.09482e-20,-4.12680e-20,6.57543e-20,-8.45197e-20,3.49739e-20,4.96446e-20,9.91205e-20,-2.67966e-19,-6.27559e-19,2.39155e-19,-3.20907e-19,4.56774e-19,2.74550e-19,7.55347e-19,4.64157e-19,-1.15885e-19,-1.59384e-19,2.57918e-19,-1.39608e-18,-1.81813e-18,1.78449e-19,-1.03848e-18,-6.38311e-19,-5.71724e-19,-6.61068e-19,-8.51622e-19,-7.01113e-19,1.02027e-18,1.98032e-18,-1.39755e-18,-2.98844e-18,9.53598e-20,-1.82079e-20,-3.50095e-19,-1.18373e-18,-1.60384e-18,3.98879e-18,-1.29699e-18,-4.52242e-18,-1.97662e-18,-8.96249e-19,3.20432e-18,1.01911e-18,1.80345e-18,3.27438e-18,2.71609e-18,2.26923e-18,-4.17383e-18,1.42151e-18,3.35459e-19,-6.15165e-18,-9.60630e-19,-2.57027e-18,2.05212e-18,-5.12155e-19
1.00640e-20,-4.15680e-20,7.27157e-20,-9.20125e-20,9.48635e-20,1.62818e-19,-2.86277e-19,1.39690e-19,-5.13500e-19,3.33150e-19,-4.41599e-19,-6.30277e-19,8.41282e-19,-4.69288e-20,6.79040e-19,-3.85874e-22,-1.79978e-19,1.80033e-19,3.38269e-19,5.02063e-19,6.25344e-19,-3.87794e-19,-5.48154e-19,5.32044e-19,8.83891e-19,7.44934e-19,-6.84224e-19,-1.67354e-18,1.07034e-18,1.55508e-18,-2.38696e-18,-2.02895e-19,-7.33792e-19,5.70146e-19,-5.45344e-19,1.66298e-18,2.39933e-18,-1.41505e-18,-1.93538e-18,-1.24526e-18,-6.90152e-19,-8.10359e-19,2.37690e-18,1.46013e-18,2.63886e-18,5.20161e-19,9.72875e-19,-6.78921e-19,-3.68175e-18,4.33430e-18,-5.27834e-20,5.87466e-20,2.87713e-18,1.00562e-18,1.03470e-18
9.41649e-21,-3.75041e-20,7.62933e-20,-8.66248e-20,2.05769e-19,2.96696e-19,-3.65516e-19,3.92297e-19,-5.24848e-19,4.84245e-20,-1.22860e-19,-5.33300e-19,2.97349e-19,-5.95796e-19,9.68978e-20,-2.14183e-19,2.16668e-19,-1.38234e-20,1.22499e-18,1.46598e-18,4.67061e-19,3.83860e-19,1.53322e-19,4.79331e-19,1.11101e-18,5.35300e-19,-1.97381e-21,-2.02682e-18,6.36638e-19,1.41711e-18,-6.29929e-19,-2.27721e-19,-1.41475e-18,3.60763e-19,1.97277e-19,2.96456e-18,-8.97250e-19,-1.23538e-18,3.73098e-20,-4.57566e-19,-3.25179e-19,-1.14197e-18,8.86082e-19,4.98334e-19,-7.46680e-19,-1.02643e-18,-1.28547e-18,2.19006e-18,-1.45346e-18,9.93983e-20,4.24649e-18,6.96312e-19,1.34970e-18,-1.42653e-18,3.55284e-19
8.98085e-21,-3.60591e-20,6.93407e-20,-8.05133e-20,2.30753e-19,3.45271e-19,-1.84498e-19,4.13987e-19,-5.33839e-19,-2.91558e-19,2.57044e-19,2.87899e-19,-4.25497e-19,-2.58872e-19,-4.56108e-19,-4.52934e-19,5.10318e-19,-1.67254e-19,9.69819e-19,9.44919e-19,7.30436e-20,6.79271e-19,8.25598e-19,-2.75443e-19,2.40575e-19,-5.23182e-20,3.44155e-19,-7.71646e-19,7.19844e-19,-8.42440e-20,6.66655e-19,-2.15948e-19,-1.33422e-18,3.03938e-20,2.05822e-19,1.46974e-18,-2.47773e-18,-8.03613e-19,5.50223e-19,1.09969e-19,7.46982e-19,8.04798e-19,-8.11006e-19,-1.62064e-19,-2.01451e-18,-6.81558e-19,-1.18012e-18,3.22393e-19,2.16433e-18,-3.01496e-18,4.57115e-19,5.20289e-20,-2.39671e-18,-8.76290e-19,-9.95547e-19
8.81395e-21,-3.79454e-20,5.82681e-20,-8.15572e-20,1.58258e-19,2.87985e-19,1.12898e-20,2.84839e-19,-4.87292e-19,-3.55927e-19,2.48417e-19,7.49669e-19,-5.90206e-19,2.97056e-19,-7.37632e-19,-2.62520e-19,4.50685e-19,-1.07106e-19,2.24979e-19,-5.78119e-20,-2.21525e-19,4.06498e-19,7.26754e-19,-6.87194e-19,-3.83873e-19,-9.04878e-20,4.50807e-20,2.09320e-19,2.83672e-19,-8.35711e-19,1.34430e-18,-3.94380e-19,-5.43715e-19,1.66298e-19,2.18113e-19,-9.04740e-19,-1.55979e-18,-1.46656e-19,2.71496e-19,-1.80440e-20,1.32478e-18,2.07657e-18,-7.13306e-19,-3.09814e-19,-3.87994e-19,3.15256e-19,5.27892e-19,-2.21631e-18,1.49846e-18,-5.28156e-20,-3.68998e-18,-6.42707e-19,-1.25459e-18,1.07854e-18,-4.24823e-19
8.82661e-21,-3.77838e-20,5.46896e-20,-8.06516e-20,9.61361e-20,1.89778e-19,5.40111e-20,1.30254e-19,-4.34083e-19,-2.04578e-19,-4.90636e-20,6.01324e-19,-3.45946e-19,3.66409e-19,-7.89228e-19,1.73806e-19,1.56299e-19,2.20629e-19,-1.17021e-19,-5.78692e-19,-1.21474e-19,3.38132e-20,1.13637e-19,-3.10770e-19,-2.08474e-19,3.05378e-19,-3.84368e-19,-4.04031e-20,-7.07655e-19,-2.82940e-19,1.63819e-18,-4.19711e-19,6.48525e-19,2.38244e-19,6.42782e-19,-1.78456e-18,5.28312e-19,2.47757e-19,1.09152e-19,-8.40371e-19,5.41316e-19,1.25396e-18,5.89544e-19,-3.59546e-19,1.46493e-18,6.87704e-19,1.39743e-18,-1.21839e-18,-1.59376e-18,3.43434e-18,-1.00410e-18,-2.05226e-19,2.21335e-18,8.79132e-19,1.12885e-18
8.91237e-21,-3.48629e-20,6.10214e-20,-7.52743e-20,1.12891e-19,1.45411e-19,-6.77336e-20,7.98426e-20,-4.36092e-19,-6.90762e-20,-2.08155e-19,2.45645e-19,-6.51382e-20,5.27827e-20,-4.25513e-19,2.51712e-19,-4.29572e-20,4.94180e-19,2.24178e-19,-2.53833e-19,3.57758e-19,-4.26280e-22,-2.22685e-19,3.79339e-19,2.11200e-19,5.77264e-19,-3.99952e-19,-8.29483e-19,-1.06482e-18,6.09288e-19,1.24330e-18,1.70926e-19,1.78576e-18,-2.32154e-19,8.20727e-19,-5.80449e-19,1.92498e-18,-7.40588e-21,4.84722e-19,-1.41746e-18,-9.58695e-19,-5.09868e-19,1.16158e-18,-4.81906e-19,9.59558e-19,1.48512e-19,5.85206e-19,1.69049e-18,-1.99800e-18,1.05569e-18,3.81543e-18,6.34328e-19,1.26673e-18,-1.05201e-18,7.11417e-19
8.83219e-21,-3.36827e-20,6.54407e-20,-7.46248e-20,1.44179e-19,1.75090e-19,-2.30443e-19,1.64347e-19,-4.72623e-19,3.64756e-20,-1.28067e-19,-1.12446e-19,2.28884e-19,-1.42280e-19,3.46870e-19,-1.30785e-19,7.90309e-20,2.97504e-19,5.96976e-19,4.78335e-19,6.75983e-19,1.56469e-19,-9.97218e-20,5.86684e-19,2.48383e-19,3.12886e-19,-4.97539e-21,-8.21756e-19,-1.44224e-19,7.31023e-19,-7.12906e-20,1.06034e-18,2.24956e-18,-8.66538e-19,2.77779e-19,1.16240e-18,1.64308e-18,-4.06963e-19,9.67341e-19,-5.53501e-19,-1.55848e-18,-9.48289e-19,1.55682e-19,-3.39075e-19,-1.41413e-18,-7.92682e-19,-6.52608e-19,1.85148e-18,8.46392e-19,-3.68721e-18,1.77321e-18,3.83660e-19,-2.71109e-18,-1.14647e-18,-1.33120e-18
8.99087e-21,-3.66707e-20,6.10196e-20,-8.16493e-20,1.11784e-19,2.04272e-19,-2.63722e-19,2.43225e-19,-5.01402e-19,2.21714e-19,-1.32535e-19,-4.52461e-19,5.15668e-19,-7.75723e-20,8.02617e-19,-3.51801e-19,3.73220e-19,-1.96587e-19,2.63956e-19,6.74547e-19,3.54240e-19,6.12084e-20,-7.26267e-20,1.52817e-19,-2.69838e-21,-4.30642e-19,3.58655e-19,2.23973e-19,1.01969e-18,5.87966e-20,-1.46027e-18,1.31398e-18,1.66059e-18,-1.07537e-18,-1.66157e-19,1.61533e-18,1.65530e-19,4.12679e-20,7.92071e-19,1.53725e-18,-4.23876e-19,5.34055e-19,-1.21981e-18,1.61120e-19,-2.48988e-18,-1.09852e-18,-8.60353e-19,-1.17664e-18,2.35740e-18,-2.22438e-18,-4.48550e-18,-6.30605e-19,-1.91099e-18,1.03252e-18,-1.20355e-18
9.58134e-21,-3.84654e-20,5.47002e-20,-8.05144e-20,5.62717e-20,1.60020e-19,-1.08135e-19,1.41914e-19,-5.10901e-19,3.48420e-19,-3.37845e-19,-4.31855e-19,4.52191e-19,7.42568e-20,3.34867e-19,-3.97816e-20,4.27421e-19,-2.97047e-19,-4.82355e-19,-1.01753e-19,-2.23234e-19,-2.57385e-19,-3.89279e-19,-2.17870e-19,-1.61566e-19,-1.02258e-18,3.22772e-19,1.05168e-18,1.08907e-18,-5.49680e-19,-1.64166e-18,6.47327e-19,2.30716e-19,-8.52691e-19,4.29524e-19,6.03000e-19,-1.14076e-18,1.35632e-18,-1.23420e-20,2.71692e-18,1.41168e-18,1.85212e-18,-1.23329e-18,3.21557e-19,-3.31531e-19,5.79362e-20,1.05006e-19,-2.62007e-18,7.11576e-20,3.99073e-18,-3.29801e-18,-5.90233e-19,3.19448e-18,1.54625e-18,1.52092e-18
